"","-*","Input file number","Language(s) of the main text","Other Language(s) in the main text","Full Title (native language)","Author's name (transliterated)","Dates of the author","Translator","Dates of the translator","Editor","Dates of the editor","Year of this edition-heze barlasan tuhai","Format of the book","Cover type","Condition of book","Readability of book","Volume","Page numbers","Size of printed area","Size of pages","Text Format","Publisher","Copyright owner","Location of printing-","Colophon","Uuree"
"3704","M0058341-001","W1NLM428-I1N1M428","Tibetan","N","*, ,SKAR MA'I MDO ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","1A-8A","27.5x5.5","33x8","MS",NA,NA,NA,NA,NA,"Uuree"
"3705","M0058341-002","W1NLM428-I1N1M428","Tibetan","N","*, ,'DIR RTA PHYUGS KYI 'BRAS MCHOD BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-5A","28x5.5","31x7","MS",NA,NA,NA,NA,NA,"Uuree"
"3706","M0058341-003","W1NLM428-I1N1M428","Tibetan","N","*, ,MKHAN CHEN CHOS KYI RGYAL PO'I GSUNG 'BUM LAS LO MA GYON MA'I SGRUBS THABS NYER 'TSE KUN SEL BE HA RA MI HA,","BLO BZANG BSTAN 'DZIN RGYAL MTSAN,","SHING PHO BYI LO'I HOR ZLA BCU GCIG PA'I TSE,",NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-12A","25x7","30x9","MS",NA,NA,NA,NA,"@011A *, ,(CES LHA MO RI KHROD MA LO MA GYON MA'I SGRUB THABS NYER 'TSE KUN SEL ZHES BYA BA 'DI NI DAD LDAN GYI SLOB MA DGE SLONG NGAG DBANG RGYA MTSOS 'DI LTA BUS DGOS ZHES BSKUL BA LA BRTEN NAS BRGYA RTZA SOGS RGYA GZHUNG DANG, KHYAD PAR RJE NYID KYIS MDZAD PA'I SGRUB THABS YOD BZHIN DU BDAG 'DRA BAS SGRUB THABS BRTZON PA NI, SA SKYA PAn CHEN GYIS, 'GRO MGON SANGS RGYAS BZHUGS BZHIN DU, STON PA GZHAN LA GUS BYED PA, YAN LAG BRGYAD LDAN CHU LDAN CHU 'GRAM DU, ,BA TZVA'I KHON PA RKO BA BZHIN, ZHES BYA BAS DPER SONG NA'ANG BSKUL BA PO'I 'DOD PAS, @011B SGRUBS THABS MANG PO'I PHYOGS DANG MI 'GAL BAR BYAS SHING, KHYAD PAR RJE DE NYID KYIS MDZAD PA'I SGRUB THABS GZHIR BZHAG BYAS NAS, BUM CHOG SOGS BLA MA  DAM PA'I GSUNG RGYUN LHAR 'GRIGS NAS, GNAM SGOS JING GIR RGYAL PO RIGS LAS SON ZHING, PAn CHEN PHYOGS THAMS CAD RNAM PAR RGYAL BA, KHAMS GSUM CHOS KYI RGYAL PO DON GYI SLAD DU MTSAN NAS SMOS TE, RJE BTZUN BLO BZANG CHOS KYI RGYAL MTSAN DPAL BZANG PO'I ZHAL SNGA NAS DANG, RIGS DANG DKYIL 'KHOR KUN GYI KHYAB BDAG PO RDO RJE 'CHANG CHEN PO DKON MCHOG RGYAL MTSAN GNYIS KYI ZHABS RDUL SPYI BOR LEN CING, GSUNG GI BDUD RTZI MYONG BA'I LHA'I BTZUN PA BLO BZANG BSTAN 'DZIN RGYAL MTSAN GYIS SHING PHO BYI LO'I HOR ZLA BCU GCIG @012A *, ,PA'I TSES LA SBYAR BA'I DGE BAS MA GYUR SEMS CAN THAMS CAD PHYI NANG GI NYER 'TSE THAMS CAD LAS RGYAL NAS BDE BA CAN DU THOGS PA MED PA 'GRO BAR GYUR CIG , , ,DGE'O, ,)","Uuree"
"3707","M0058341-004","W1NLM428-I1N1M428","Tibetan","N","*, ,RJE BTZUN SGROL MA'I SGO NAS SMYUNG BAR GNAS PA'I CHO GA BYA TSUL GYI NGAG 'DON SHIN TU BSDUS PA PHAN BDE'I SNYING PO ZHES BYA BA BZHUGS SO, ,","DAM TSIG RDO RJE,",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-9A","28x7","35x8","MS",NA,NA,NA,NA,"@008B (CES RJE BTZUN SGROL MA'I SGO NAS SMYUNG BAR GNAS PA'I CHO GA BYA TSUL GYI NGAG 'DON SHIN TU BSDUS PA PHAN BDE'I SNYING PO ZHES BYA BA 'DI NI BLA MA DKON MCHOG LA DAD PA DANG LDAN ZHING DGE BA'I PHYOGS LA GCIG TU GZHOL BA'I SLOB MA DZA KHI RUG CHI PADMA SKYABS ZHES BYA BAS NAN TAN GYIS BSKUL BA'I NGOR, BLA MA RDO RJE 'CHANG DHARMA BADZRA  DPAL BZANG PO'I GSUNG SMYUNG GNAS KYI CHO GA NYUNG BSDUS ZHIG LA GZHIR BYAS NAS LHA MCHOG 'DI NYID KYI CHOS SKOR MANG DU THOS PA'I RGYAL KHAMS PA, DAM TSIG RDO RJES SBYAR BA'I YI GE PA NI DPYOD LDAN DGE SLONG BKRA SHIS RDO RJES BGYIS PA'O, ,'DIS KYANG BSTAN 'GRO YONGS LA PHAN BDE RGYA CHEN PO 'BYUNG BAR GYUR CIG , ,,SARBA MANGGA LAm, ,)","Uuree"
"3708","M0058341-005","W1NLM428-I1N1M428","Tibetan","N","*, ,RJE BTZUN 'PHAGS MA SGROL MA'I SGO NAS SMYUNG BAR GNAS PA'I CHO GA BLA BRGYUD BUM PA SMON LAM BKRA SHIS ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-9B","27x8","32x9","MS",NA,NA,NA,NA,NA,"Uuree"
"3709","M0058341-006","W1NLM428-I1N1M428","Tibetan","N","*, ,LTAS SNA TSOGS BRTAG THABS BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-6A","27x8","32x9","MS",NA,NA,NA,NA,NA,"Uuree"
"3710","M0058341-007","W1NLM428-I1N1M428","Tibetan","N","*, ,BSTAN 'GYUR NANG GI DRANG SRONG GHA RGA'I LTAS BRTAG PA RGYAL BA BSKAL BZANG RGYA MTSOS LEGS PO YIN GSUNGS PAS DE'I NANG GI GCES BSDUS 'GA' ZHIG BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","6A-13B","27x8","32x9","MS",NA,NA,NA,NA,NA,"Uuree"
"3711","M0058341-008","W1NLM428-I1N1M428","Tibetan","N","*, ,MA RGYUD DGONGS DON BZHIN BUD MED BRTAG THABS BZHUGS SO, ,","NGAG DBANG BLO BZANG,",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","13B-15B","27x8","32x9","MS",NA,NA,NA,NA,"@015B (ZHES SO, , 'DI YANG DGE SLONG NGAG DBANG BLO BZANG GIS RJED THOR BRIS, ,)","Uuree"
"3712","M0058341-009","W1NLM428-I1N1M428","Tibetan","N","*, ,DPE CHOS RIN CHEN SPUNGS PA'I BRDA BKROL DON GNYER YID KYI DGA' STON ZHES BYA BA BZHUGS SOM M","BLO BZANG THABS MKHAS,",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-16A","28x8","34.5x10","MS",NA,NA,NA,NA,"@016A *, ,(SVA STI, LHAG BSAM DAG PAS CHOS SBYIN SPEL BA'I SLAD, PAR KO GSAR BA GU LU CHA GAN SHOG ,DPYOD LDAN DGE SLONG BLO BZANG THABS MKHAS KYIS, MTHUN RKYEN SBYAR NAS PAR DU LEGS PAR BGRUBS, 'DI MTSON DGE BAS TSE RABS THAMS CAD DU, MTSAN LDAN BSHES GNYEN DAM PAS RJES BZUNG STE, 'JAM MGON BLA MA'I MDO SNGAGS BSTAN PA LA, THOS BSAM BSGOM PA LEGS PAR MTHAR PHYIN SHOG , , ,)","Uuree"
"3713","M0058341-010","W1NLM428-I1N1M428","Tibetan","N","*, ,THOG MAR BLO SBYONG GI DRIS LAN BRDA DON GSAL BA'I ME LONG ZHES BYA BA BZHUGS SO, ,","BLO BZANG DKON MCHOG",NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","1A-10B","28x8","34.5x10","MS",NA,NA,NA,NA,"@010B AOm SVA STI, TSUL 'DI BSTAN SGRON NO MING HANG GI SLOB, MKHYEN YANGS DGE SLONG BLO BZANG DKON MCHOG GIS, CHOS SBYIN RGYA CHER SPEL BA'I LHAG BSAM GYIS, MTHUN RKYEN SBYAR TE BAR DU LEGS PAR BSGRUBS, ,RNAM SAD 'DIS MTSON DUS GSUM DGE TSOGS MTHUS, TSE RAB KUN TU DAL 'BYOR RTEN BRGYUD DE, THEG MCHOG BLA MAS DGYES BZHIN RJES BZUNG NAS, ,SA LAM BGROD PA MYUR DU MTHAR PHYIN SHOG , , ,","Uuree"
"3714","M0058341-011","W1NLM428-I1N1M428","Tibetan","N","*, ,'DUL BA'I GLENG 'BUM CHEN MO LAS BYUNG BA'I MING BRDA GO DKA' BA RNAMS BSHAD PA BLO LDAN DGA' SKYED CES BYA BA BZHUGS SO, ,","DBYANGS CAN DGA' BA'I BLO GROS,",NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","1A-41A","27x9","35x11","MS",NA,NA,NA,NA,"@040B SMRAS PA, MING DANG BRDA RNAMS YUL DUS KYIS, 'GYUR ZHING BRJOD 'DOD RJES 'BRANG PHYIR, GCIG TU @041A *, ,NGES PA MA YIN MOD, 'DIR NI SKABS DON DANG BSTUN TE, BRDA RNYING LA SOGS GO DKA' BA, RAGS RIM NYUNG DU'I TSUL GYIS BKRAL, NOR 'KHRUL GANG MCHIS MKHAS LA 'CHAGS, ,LEGS CHA BLO LDAN DGYES PHYIR DBUL, 'DI NI RAB 'BYAMS GZHUNG SMRA BA'I, BSHES GNYEN SHES RAB MTSAN CAN GYIS, BSKUL PHYIR DBYANGS CAN DGA' BLOS BRIS, SKAL MNYAM DAG LA PHAN GYUR CIG , ,,SARBA MANGGA LAm, , DZA YANTU, ,","Uuree"
"3715","M0058341-012","W1NLM428-I1N1M428","Tibetan","N","*, ,RDO RJE 'JIGS BYED DPA' BO GCIG PA'I SMON LAM SHIS BRJOD BCAS PA BSGRUBS THABS BZHUGS SO, ,","DZA YA PAndI TA BLO BZANG 'PHRIN LAS,",NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","1A-2A","27x9","35x11","MS",NA,NA,NA,NA,"@002A *, ,(ZHES RDO RJE 'JIGS BYED DPA' BO GCIG PA'I DBANG GIS BLA BRGYUD RGYUD CHEN SANGS RGYAS RGYA MTSO'I YAN GYI RGYUD PA GSANG YIN MANG POR BLTAS PAS MA RNYED RUNG, DPON SLOB PAn CHEN RIN PO CHE NAS RGYUD LUGS GNYIS SU BGYIS PA'I BRGYUD PA GNYIS LDAN GYI GSOL 'DEBS BDUD DPUNG PHYI 'THAG MA ZHES BYA BA 'DI NI, RANG GI GAM DU GNAS PA'I SKU GZHOGS GRVA TSANG DANG SMAN BLA GRVA TSANG THUN MONGS PA'I SLOB DPON RIN PO CHE'I BKRA SHIS RNAM RGYAL DPAL BZANG PO MKHYEN PA'I SPYAN LDAN GANG DE'I GSUNG GIS BSKUL BA LTAR DAL 'BYOR STONG ZAD KYI 'KHOR LO BSKOR BA'I DZA YA PAndI TAS SBYAR BA'O, , )","Uuree"
"3716","M0058341-013","W1NLM428-I1N1M428","Tibetan","N","*, ,NA MO GU RU MANYDZU GHO sh'A YA, 'DIR DPA' BO GCIG PA'I SGRUBS THABS MDOR BSDUS RGYUN GYI RNAL 'BYOR DU BYA BA'I TSUL NI,",NA,NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","2A-6B","27x9","35x11","MS",NA,NA,NA,NA,NA,"Uuree"
"3717","M0058341-014","W1NLM428-I1N1M428","Tibetan","N","#, ,HRI, RTA MGRIN GSANG SGRUB CHO GA DANG 'BREL PAR, TSE BCU'I DUS SU AO tI Y'A NA YI, SLOB DPON CHEN POR GSOL BA GDAB PA'I TSUL, DNGOS GRUB BDUD RTZI'I ZA MA TOG BZHUGS SO, , HR'I, ,","DHARMA BADZRA,",NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","1A-14A","29x7.5","34x8.5","MS",NA,NA,NA,NA,"@014A *, ,(CES RTA MGRIN GSANG SGRUB KYI CHO GA DANG 'BREL PAR TSES BCU LA SOGS PA'I DUS SU SLOB DPON CHEN PO LA GSOL BA GDAB PA'I MAN NGAG DNGOS GRUB BDUD RTZI'I ZA MA TOG ZHES BYA BA 'DI NI ZHVA DMAR SNGAGS GA PA GU RU BKRA SHIS KYIS TSUL 'DI LTA BU ZHIG DGOS ZHES NAN TAN DU BSKUL NGOR, KU S'A LI ^DHARMA BADZRA GYIS TSIG GI MTSAMS SBYOR TZAM MA GTOGS, PAn CHEN THAMS CAD MKHYEN PA LA SOGS TSAD LDAN MKHAS GRUB KYI GSUNGS BAB PA ZHIG LAS BTUS TE KHRO MO ZHES PA SHING 'BRUG MCHU ZLA'I MAR NGO'I MKHA' 'GRO 'DU BA'I DUS CHEN GYI NYIN CHOS SDE CHEN PO BYAMS PA GLING GI BLA BRANG BKRA SHIS 'OD 'BAR DU SBYAR BA'I YI GE PA NI AA NANTA'O, ,)","Uuree"
"3718","M0058341-015","W1NLM428-I1N1M428","Tibetan","N","*, ,MYUR GRUB NI,",NA,NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","1A-3B","29x7.5","34x8.5","MS",NA,NA,NA,NA,NA,"Uuree"
"3719","M0058341-016","W1NLM428-I1N1M428","Tibetan","N","#, ,SLOB DPON CHEN PO DNGOS GRUB BDUD RTZI'I YIS, 'GRO BA KUN GYI BRGYUD GANG BKRA SHIS CHAR, ,DNGOS GRUB STZOL BA'I YI DAM RTA MCHOG LHA, YANG YANG 'BEBS LHAN SKYES BDE ZA MA TOG , RGYAS ZIN RKYEN NGAN TSAR GCOD BYA BA LA, LAS MTHUN 'BRUG RANG BKRA SHIS SGRA SGROGS PA'I, BKA' SDOD LCAM SRING DGUS PA'I DAG 'BYED BZHAD, ,BKRA SHIS GLU DBYANGS ROL KUN TSIG DU BZHUGS, ,","AA RTHA SIDDHI,",NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","1A-3B","30x7","34x8.5","MS",NA,NA,NA,NA,"@003B (CES PA 'DI NI SPRUL SKU PADMA 'BYUNG GNAS KYI SKU GSUNG THUGS KYI SEMS CAN THAMS CAD RNAMS LA THUGS LDAN LA DGOS PA'I TSIG BSDUS PAS 'DI BKRA SHIS RANG SGRA CHU 'DZIN DGA' BZHAD GLU DBYANGS ROL KUN ZHES BYA BA 'DI NI ^MING GZHAN AA RTHA SIDDHIS BRIS PA'O, ,)","Uuree"
"3720","M0058341-017","W1NLM428-I1N1M428","Tibetan","N","*, ,SKYABS YID BSKUL NAS CHOS SGRUB PAR 'DOD PA'I TSE BRIS PA'I GLU TSIG LAGS BZHUGS SO, ,","TSUL KHRIMS,",NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","1A-3A","27x9","32x10","MS",NA,NA,NA,NA,"@002B (ZHES PA 'DI YANG BYA BA SNA TSOGS KYIS SHIN TU SDUG BSNGAL BAR GYUR BA'I BTZUN @003A *, ,GZUGS TSUL KHRIMS KYIS SKYO SHAS KYI SNANG BA CUNG ZAD BYUNG BA NA PHYIS SU MI BRJED PAR DRAN PA'I THABS SU BSAMS TE BLO LA GANG SHAR BRIS PA'O, , )","Uuree"
"3721","M0058341-018","W1NLM428-I1N1M428","Tibetan","N","NO TITLE [@003A *, ,NA MO GU RU, BLA MA MCHOG GSUM DANG MKHA' 'GRO CHOS SKYONG, BLO RGYUD CHOS PHYOGS SU 'GRO BAR BYIN RLOBS,]","TSUL KHRIMS,",NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","3A-7A","27x9","32x10","MS",NA,NA,NA,NA,"@007A *, ,('DI YANG TSUL KHRIMS KYIS RANG GI BYED SPYOD LA MNO BSAM CUNG ZAD BTANG PA'I SKABS SHIG TU SMRAS SO, ,)","Uuree"
"3722","M0058341-019","W1NLM428-I1N1M428","Tibetan","N","NO TITLE [@007A *, ,NA MO GU RU, GTING MTHA' MI MNGON PA'I 'KHOR BA'I MTSO CHEN  'DI LA,]",NA,NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","7A-8A","27x9","32x10","MS",NA,NA,NA,NA,NA,"Uuree"
"3723","M0058341-020","W1NLM428-I1N1M428","Tibetan","N","*, ,KUN SLONG 'CHOS PA'I TSIGS BCAD BZHUGS, ,","SHES RAB KUN DGA',",NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","8A-10B","27x9","32x10","MS",NA,NA,NA,NA,"@010B ('DI NI GU LU CHA KAN HOR CHIN CHIN GYI BA YAN DU RENG GIS PAR DU BSGRUBS PA'I TSE, MA YIG NI DGE TSUL SHES RAB KUN DGAS BRIS PA'O, ,)","Uuree"
"3724","M0058341-021","W1NLM428-I1N1M428","Tibetan","N","*, ,'KHOR BA LAS YID SKYO BA'I SHUGS GLU SNYING GTAM SNGON 'GRO'I BLO SBYONG ZHES BYA BA BZHUGS SO, ,","MYONG MED KYANG MIN CAN,?",NA,NA,NA,NA,NA,NA,"N/a","Good","Good","V:N","1A-15A","28.5x8","35x9.5","MS",NA,NA,NA,NA,"@015A *, ,(CES PA 'DI NI RANG GZHAN LA PHAN PHYIR, SBYAR BA DKA' YANG RANG GI BYA SPYOD DANG, MI NAG DPON NGAN BLA NGAN BLA NGAN SOGS SPYOD LA, SKYO BA'I LHAG BSAM DKAR BA'I SHUGS GLUR LEN, RANG LA NYAMS MYONG MED KYANG MIN CAN GYIS, NYI MA'I GRAL DU BCUG PA'I DPE SPOM LTAR, BRIS PA'I DGE LEGS JI SNYED MCHI BA DANG, RANG GZHAN DUS GSUM BSAGS PA'I DGE TSOGS MTHUS, NGAG GI DBANG PHYUG KUN MKHYEN TZONG KHA PA'I, BSTAN PA DAR ZHING RGYAS PA'I BKRA SHIS SHOG , ,,MANGGA LAm, ,DGE'O, ,)","Uuree"
"3725","M0058341-022","W1NLM428-I1N1M428","Tibetan","N","*, ,'KHOR BA'I SNOD BCUD GNAS LUGS GLU LEN MGUR BZHUGS, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-3B [*Missing page from 4A *]","28.5x8","35x9.5","MS",NA,NA,NA,NA,NA,"Uuree"
"3726","M0058341-023","W1NLM428-I1N1M428","Tibetan","N","*, ,BEE DKAR GSHIN RTZIS KHRA MA'I DPER BRJOD GNAD BSDUS BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-23A","38x7","44x9","MS",NA,NA,NA,NA,NA,"Uuree"
"3727","M0058342-001","W1NLM429-I1N1M429","Tibetan","N","*, ,'PHAGS PA GRVANGS GSAR RIN PO CHE'I ZHAL SNGA NAS LUNG BRGYUD BDAG LA GNANG BA STZAL DU THOB BYA NI,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-15B","19x7.5","22.5x9","MS",NA,NA,NA,NA,NA,"Uuree"
"3728","M0058342-002","W1NLM429-I1N1M429","Tibetan","N","*, ,'GO BA'I LHA LNGA'I BSKANGS BSHAGS BSTOD GSOL MCHOD BYA TSUL, GSOL MCHOD PHAN BDE'I 'DOD 'JO ZHES BYA BA BZHUGS SO, ,","?",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-18A","19x7.5","22.5x9","MS",NA,NA,NA,NA,"@018A *, ,(CES PA 'DI YANG BSDUS KYIS SBYOR BA'O, ,BKRA SHIS SO, ,)","Uuree"
"3729","M0058342-003","W1NLM429-I1N1M429","Tibetan","N","*, ,DPAL LDAN LHA MO DMAG ZOR RGYAL MO BSANG MCHOD 'BUL TSUL BSAM 'PHEL YID BZHIN NOR BU ZHES BYA BA BZHUGS SO, ,","SU MA TI MA nYI PRA DZNY'A,",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-8A","19x7.5","22.5x9","MS",NA,NA,NA,NA,"@008A *, ,(CES DPAL LDAN DMAG ZOR RGYAL MO LA BSANG MCHOD 'BUL TSUL BSAM 'PHEL YID BZHIN NOR BU ZHES BYA BA 'DI NI STOBS KYIS 'KHOR LOS BSGYUR BA CHING GIS RGYAL PO NI GDUNG RGYUD DU KHRUNGS PA'I DAD PA DANG 'BYOR BA GZHON NU LEGS TSOGS PA 'JAM DBYANGS RDO RJE ZHANG GI SNGOS PA DANG STOB DANG LNGA TSE RING RDO RJES 'DI 'BRU BA ZHIG DGOS ZHES BSKUL BA'I NGOR, SH'AKYA'I BTZUN PA SU MA TI MA nYI PRA DZNY'AS BRIS PA'I YI GE PA NI RDO RJE DPYOD SNGAS PA GU SHRI CHOS RJE KUN DGA' RIN CHEN NO, ,'DIS KYANG RGYAL BA'I BSTAN PA DAR ZHING RGYAS LA YUN RING DU GNAS PA DANG, , 'GRO KUN GYI BYANG CHUB BSGRUB PA'I LAM GYI BAR CHAD ZHI ZHING RDZOGS PA'I SANGS RGYAS KYI GO 'PHANG THOB PAR GYUR CIG , ,,DE LEGS 'PHEL, ,DGE'O, ,)","Uuree"
"3730","M0058342-004","W1NLM429-I1N1M429","Tibetan","N","#, ,KHYUNG KHA GLING GI DUS MCHOD GYI 'DON BSGRIGS SO, ,#, ,AOm SVA STI, KHYUNG KHA GLING GI DUS MCHOD LA MCHOD GTOR BSHAMS TSUL NI,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-4A","17x7.5","21x9","MS",NA,NA,NA,NA,NA,"Uuree"
"3731","M0058342-005","W1NLM429-I1N1M429","Tibetan","N","NO TITLE [@001A *, ,(BADZRA P'A nI YE, DPAL GSANG BA'I BDAG PO LA GTOR MA 'BUL BAR 'DOD PAS,]","BLO BZANG BDE MCHOG SKYABS DPAL 'BYOR LHUN 'GRUB,",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-1B","19x7","22x9","MS",NA,NA,NA,NA,"@001B (CES PA 'DI NI RANG GI SLOB MA DBU MDZAD BLO BZANG MKHAS MCHOG GIS BSKUL BA'I NGOR,  ^AER TE NI MER GEN PAndI TA RGYAL KHANG RTZE HU THAG THU ZHES 'BOD PA'I BLO BZANG BDE MCHOG SKYABS DPAL 'BYOR LHUN 'GRUB KYIS SBYAR BA'I YI GE PA NI THUNG KA LAG PI LEGS THU BLO BZANG SBYIN PA 'PHRIN LAS SO, ,)","Uuree"
"3732","M0058342-006","W1NLM429-I1N1M429","Tibetan","N","NO TITLE [@001B NA MO GU RU BHYA: 'DIR GRIB BSANGS GTONG BAR 'DOD PAS,]","NO MONG HANG GI SKYE SPRUL MING 'CHANG,",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1B-4B","18x7.5","22x9","MS",NA,NA,NA,NA,"@004A * , ,(ZHES PA 'DI YANG DON GNYER BA 'GA' 'DOD MOS LTAR, NO MONG HANG GI SKYE SPRUL @004B MING 'CHANG ZHIG GIS GSAR RNYING GI GZHUNG DANG MANG NGAG DGA' ZHIG LA KHUNGS BCOL TE 'JUG PA BDE'I KHRIGS SU BSDEBS PA'I YI GE PA NI GAM DRUNG RIN CHEN RDO RJE'O, ,'DIS KYANG BSTAN 'GRO LA PHAN THOGS GYUR CIG , ,,)","Uuree"
"3733","M0058342-007","W1NLM429-I1N1M429","Tibetan","N","#, ,BLO BZANG RGYAL BA MA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-4A","20x5.5","22.5x7.5","MS",NA,NA,NA,NA,NA,"Uuree"
"3734","M0058342-008","W1NLM429-I1N1M429","Tibetan","N","*, ,NAD PA'I TSAB TU NGAR GLUD BSNGO RDZONGS BYED PA'I CHO GA NAD BDAG RANG 'TSUM ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-3B","20x5.5","22.5x7.5","MS",NA,NA,NA,NA,NA,"Uuree"
"3735","M0058342-009","W1NLM429-I1N1M429","Tibetan","N","NO TITLE [@001B NA MO GU RU BADZRA P'A nI YA, AOm SVA BHA WA STONG PAR SBYANGS,]","DKON MCHOG BSTAN PA'I SGRON ME,",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1B-3B","14.5x5.5","18x7.5","MS",NA,NA,NA,NA,"@003B ('DI NI DAD BRTZON DANG LDAN PA BDE TSANG GSOL DPON DKON MCHOG DPAL LDAN GYIS BSKUL NGOR, ^BTZUN PA DKON MCHOG BSTAN PA'I SGRON MES BRIS PA'O, ,)","Uuree"
"3736","M0058342-010","W1NLM429-I1N1M429","Tibetan","N","*, ,RLUNG RTA BSANG MCHOD ZHES BYA BA BZHUGS SO, ,","DKON MCHOG 'JIGS MED DBANG PO",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-3A","19x8","22x9","MS",NA,NA,NA,NA,"@002B (ZHES 'DI NI DGE SLONG NGAG DBANG TSUL KHRIMS SOGS DON GNYER CAN 'GA' ZHIG GIS BSKUL NGOR, BTZUN PA DKON MCHOG 'JIGS MED DBANG POS SBYAR BA'O, ,SARBA MANGGA LAm, ,)","Uuree"
"3737","M0058342-011","W1NLM429-I1N1M429","Tibetan","N","*, ,MKHA' 'GRO'I GRIB SEL ZHES BYA BA BZHUGS SO, ,","DZA YA PAndI TA BLO BZANG 'PHRIN LAS,",NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-5A","16x6","19x7","MS",NA,NA,NA,NA,"@005A *, ,(ZHES BSRUNG 'KHOR BSGOM ZHES PA 'DI NI MI PHYED PA'I DAD PA DANG LDAN ZHING CHOS LA DON GNYER CHE BA'I TSES 'PHEL KHY'A GYIS BSKUL BA'I NGOR, DZA YA PAndI TAS SBYAR BA'O, ,SARBA MANGGA LAm, ,)","Uuree"
"3738","M0058342-012","W1NLM429-I1N1M429","Tibetan","N","*, ,RTA MGRIN GSANG SGRUB KYI CHOS SGOR SGO NAS MNOL BSANG ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-5A","19.5x5","22x7","MS",NA,NA,NA,NA,NA,"Uuree"
"3739","M0058342-013","W1NLM429-I1N1M429","Tibetan","N","*, ,SKU LNGA'I GSOL MCHOD BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-2B","15x7","18x8","MS",NA,NA,NA,NA,NA,"Uuree"
"3740","M0058342-014","W1NLM429-I1N1M429","Tibetan","N","*, ,GTZUG GTOR SANGS BZHUGS SO, ,'",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-3A","18x5","22x7","MS",NA,NA,NA,NA,NA,"Uuree"
"3741","M0058342-015","W1NLM429-I1N1M429","Tibetan","N","*, ,GDUGS DKAR GSER SKYEMS BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","3A-4A","18x5","22x7","MS",NA,NA,NA,NA,NA,"Uuree"
"3742","M0058342-016","W1NLM429-I1N1M429","Tibetan","N","#, ,SA BDAG CHAB GTOR TSIG BSGYUR GYI LHAN THABS ZHES BYA BA BZHUGS SO, ,DGE'O, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-5A","18x7","22x9","MS",NA,NA,NA,NA,NA,"Uuree"
"3743","M0058342-017","W1NLM429-I1N1M429","Tibetan","N","*, ,RTA GZUNGS GLANG GZUNGS BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,"N/a","Medium","Good","V:N","1A-3B","19x6.5","21.5x8","MS",NA,NA,NA,NA,NA,"Uuree"
