"","NLM Catalog #","Input file number","Language(s) of the main text","Language(s) of the main text_1","Full Title (native language)","Author's name (transliterated)","Dates of the author","Translator","Dates of the translator","Editor","Dates of the editor","Year of this edition-heze barlasan tuhai","Format of the book","Cover type","Condition of book","Readability of book","Volume","Page numbers","Size of printed area","Size of pages","Location of this copy","Publisher","Copyright owner","Location of printing-","Drawings or illustrations","Colophon-tugsguliin ug","Neree bich"
"2310","M0058189-039","W1NLM276-I1NLM276","Tibetan","N","NO TITLE [@004A ` PHAt: RANG LUS GSER GYI RDO RJE RTZE DGUR GYUR, ,YAR GYI RVA DGU MES BYUNG DGU, ,MAR GYI RVA DGU GSANG BDAG PHYAG RDOR DGU, ,]",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","4A-5A","28x7.5","35.5x10.5","MS",NA,NA,NA,NA,NA,NA
"2311","M0058189-040","W1NLM276-I1NLM276","Tibetan","N","*, ,TSE SGRUB ZHAG BDUN MA'I NYAMS LEN GYI RIM PA 'CHI MED BDUD RZTI'I BCUD LEN ZHES BYA BA BZHUGS SO, ,","BLO GSAL MING CAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-4A","28x7.5","35x10.5","MS",NA,NA,NA,NA,"@003B (GANG DE DRI MED BSTAN PA'I SBYIN BDAG CHE, ,NOR 'DZIN SKYONG BA NGAG DBANG MTSAN CAN GYIS, ,RGYUN GYI NYAMS BZHES TSUL BU BGOD PA 'DI, ,SH'AKYA'I BTZUN PA BLO GSAL MING CAN NO, ,)",NA
"2312","M0058189-041","W1NLM276-I1NLM276","Tibetan","N","*, ,KHRO BO'I SNGAGS BZLA TE NGAN RTOG ZHI TSUL MKHA' 'GRO'I ZHAL RLANGS BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-3A","28x8","35x10.5","MS",NA,NA,NA,NA,NA,NA
"2313","M0058189-042","W1NLM276-I1NLM276","Tibetan","N","*, ,NGAG DANG PHRENG BA RDO RJE DRIL tA MA RU SBUG PHUR BU THUN RVA 'DOD DON SOGS BYIN GYIS RLABS TSUL BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-3A","28x7.5","35x10.5","MS",NA,NA,NA,NA,NA,NA
"2314","M0058189-043","W1NLM276-I1NLM276","Tibetan","N","*, ,ZAB LAM MKHA' 'GRO SNYAN BRGYUD LUGS KYI GNYAN KHROD CHU MIG BRGYA RTZA'I MJUG TU BTZON GROL BYA TSUL LAG LEN GSAL BYED BDUD RTZI'I CHU RGYUN ZHES BYA BA BZHUGS SO, ,","BSAM 'PHEL MING CAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-12A","28x7.5","35.5x10.5","MS",NA,NA,NA,NA,"@012A *, ,(ZHES PA ZAB LAM SNYAN BRGYUD LUGS KYI GNYAN KHROD CHU MIG BRGYA RTZA'I MJUG TU BTZON GROL BYA TSUL LAG LEN GSAL BYED BDUD RTZI'I CHU RGYUN ZHES BYA BA 'DI NI LAM 'DI LA MOS GUS BRTAN CING BLO MIG RGYAS PA SNGAGS RAM PA BLO BZANG BSTAN DAR GYIS BSKUL BA LA BRTEN NAS, ^SH'AKYA DGE SLONG GNYAN KHROD PA BSAM 'PHEL MING CAN GYIS GNYAN SAR TSES BCU'I NYIN SBYAR BA BSTAN 'GRO LA PHAN THOGS PAR GYUR CIG , SARBA MANGGA LAm, ,)",NA
"2315","M0058189-044","W1NLM276-I1NLM276","Tibetan","N","*, ,RAS CHUNG SNYAN BRGYUD BYIN RLABS BLA MA'I GTUM MO ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-4A","28x7.5","35x10.5","MS",NA,NA,NA,NA,NA,NA
"2316","M0058189-045","W1NLM276-I1NLM276","Tibetan","N","*, ,DZ'A H'A BIR GYI RLUNG KHRID BCUD LEN 'JA' LUS MNGON GYUR BZHUGS SO, ,","NGAG DBANG PHUN TSOGS,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-9A","28x7.5","35x10.5","MS",NA,NA,NA,NA,"@008B *, ,(CES DZ'A H'A BIR GYI RLUNG KHRID BCUD LEN 'JA' LUS @009A *, ,MNGON GYUR ZHES PA 'DI LHO SBYAN LUNG GI SA'I CHA DPAL BDE BA MCHOG GI PHO BRANG SGRUB GNAS CHEN PO 'BROG SHEL STOD RI BO CHER, RGYAL BA KHYAB BDAG RDO RJE 'CHANG CHEN PO SLAR YANG NGUR SMRIG GI RNAM PAR ROL BA BKA' DRIN MTSUNGS ZLA MED RTZA BA'I BLA MA GRUB PA'I DBANG PHYUG CHEN PO BLO BZANG BYAMS PA PHUN TSOGS, MTSAN GZHAN SHEL STOD RAS CHEN DU GRAGS PAS THUGS DGYES BZHIN DU BKA' DRIN DU STZAL BA'I GSUNG ZIN BRIS SU SH'AKYA'I DGE SLONG NGAG DBANG PHUN TSOGS KYIS LCAGS MO LUG GI LO HOR ZLA BZHI PA'I YAR TSES DGE BAR BRIS PA LA SLAR YANG RANG GI MCHED GROGS DKA' BCU SMRA BA DGE 'DUN PHUN TSOGS KYI REG GZIG DANG BSDUN NAS LEGS PAR BKOD PA'O, ,DGE'O,, ,,)",NA
"2317","M0058189-046","W1NLM276-I1NLM276","Tibetan","N","*, ,GRUB CHEN DZ'A BIR GYI RLUNG KHRID BCUD LEN 'JA' LUS MNGON GYUR SHEL STONG RAS CHEN GYI GSUNG RGYUN NAS RLUNG KHRID BUM PA CAN GYI LAG LEN DANG BCAS PA GE RE NGAG DBANG PHUN TSOGS KYI MDZAD PA NI,","NGAG DBANG PHUN TSOGS,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","9B-10A","28x7.5","35x10.5","MS",NA,NA,NA,NA,NA,NA
"2318","M0058189-047","W1NLM276-I1NLM276","Tibetan","N","*, ,RIGS DRUG GNAS SBYONG GI NGAG 'DON ZHES BYA BA BZHUGS SO, ,","NO MON HAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-2A","28x7.5","35x10.5","MS",NA,NA,NA,NA,"@002A *, ,(CES RIGS DRUG GNAS SBYONG GI DMIGS BSKOR NGAG 'DON GYI RIM PA 'DI LTA BU ZHIG DGOS ZHES SER BRA DHI DGE BSHES ZUR PA BSKAL BZANG RNAM RGYAL NAS BSKUL NGOR RVA SGRENG NO MON HAN GYIS SER THEG CHEN GLING DU SBYAR BA'O, ,)",NA
"2319","M0058189-048","W1NLM276-I1NLM276","Tibetan","N","*, ,RIGS DRUG GNAS SBYONG GI LO RGYU NI,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","2A-3B","28x7.5","35x10.5","MS",NA,NA,NA,NA,NA,NA
"2320","M0058189-049","W1NLM276-I1NLM276","Tibetan","N","*, ,RIGS DRUG GNAS SBYONG GI ZHAL SHES NI,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","3B-5B","28x7.5","35x10.5","MS",NA,NA,NA,NA,NA,NA
"2321","M0058189-050","W1NLM276-I1NLM276","Tibetan","N","*, ,BYAD GROL CHANG KHRUS MA'I NGAG 'DON BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-2B","28x8.5","35x10.5","MS",NA,NA,NA,NA,NA,NA
"2322","M0058189-051","W1NLM276-I1NLM276","Tibetan","N","` BYAD GROL CHANG KHRUS GDAMS NGAG SHIN TU ZAB PA MKHA' 'GRO RNAMS KYI SNYING THIG ZHES BYA BA BZHUGS SO, , *, ,GSANG BA YE SHES KYI MKHA' 'GRO'I LAS TSOGS LAS BYAD 'GROL CHANG KHRUS MA'I MAN NGAG BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","2B-4B","28x8.5","35x10.5","MS",NA,NA,NA,NA,NA,NA
"2323","M0058190-001","W1NLM277-I1NLM277","Tibetan","N","*, ,BOD KYI BRDA SPROD SGRA RIG GI BSTAN BCOS SUM CU PA DANG, RTAGS KYI 'JUG PA GNYIS KYI RTZA 'GREL LEGS PAR BSHAD PA TSIG NYUNG DON BZANG AUTPA LA YI RNA RGYAN ZHES BYA BA BZHUGS SO, ,","BSOD NAMS BSTAN 'DZIN DPAL 'BYOR TSE RING,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-92B","33.5x9","42.5x11","MS",NA,NA,NA,NA,"@092A *, ,(CES PA 'DI NI RANG RIGS KYI MYU GU BKA' BLON MI 'GYUR BSOD NAMS DPAL 'BYOR DANG, BU DON 'GRUB TSE DBANG GNYIS @092B KYIS DBUS 'DI KHA'I ZLA GRAS NA GZHON RNAMS DANG, BKA' DRUNG YAR 'PHEL GYIS DBUS GZHUNG DRUNG DANG, SE 'BRAS KYI GRVA PA SOGS DON GNYER CAN SER SKYA 'GA' ZHIG LA SUM RTAGS KYI GZHUNG 'DI GNYIS 'KHRID SKABS MDO SNGAGS RIG GNAS BCAS LA BLO GROS KYI 'JUG SGO YANGS SHING, DAD BRTZON CHOS LA DKAR BA DGE SLONG DPAL LDAN KLU SGRUB NAS, SUM RTAGS KYI DGONGS 'GREL RGYAS BSDUS MTSAMS PA'I GSAR RTZOM ZHIG CI KYANG DGOS ZHES RAB DKAR LHA RDZAS DANG BCAS NAN TAN CHEN POS BSKUL MA MDZAD PA MA BZLOG PAR, MYANG STOD DGA' BZHI PA'I RIGS KYI THA SHAL BA ^BSOD NAMS BSTAN 'DZIN DPAL 'BYOR TSE RING DU 'BOD PA'I CHOS MED SNYOMS LAS PA DES SNGA 'GREL KHUNGS DAG KHAG RNAMS GO BSDUR GYI THOG NAS RANG LO BCU PHRAG LNGAR SON SKABS RAB BYUNG BCU BZHI PA'I NANG GI RAB MYOS ZHES PA LCAGS PHO RTA LO SNRON ZLAR 'BOD PA'I YAR NGO MKHA' 'GRO 'DU BA'I DUS CHEN LA DBU RTZAMS STE LO DE KHA'I CHU STOD ZLA BA'I TSES BZHIR BDAG CAG GI STON PAS BDEN BZHI'I CHOS 'KHOR BSKOR BA'I DUS CHEN NYIN RDZOGS PAR BGYIS PA 'DIS KYANG BSTAN 'GRO THAMS CAD LA PHAN BDE ZAD MI SHES PA'I DGA' STON LA REG PAR GYUR CIG ,MANGGA LAm, DGE'O,, ,,)",NA
"2324","M0058190-002","W1NLM277-I1NLM277","Tibetan","N","NO TITLE [@093A *, ,GANGS CAN BRDA SPROD SGRA RIG TAMBU RAR, ,THU MIS RTZA GZHUNG DKA' GNAD RGYUD SBYAR BA, ,TSIG DANG MA NOR DBYANGS SU LEN 'DOD NAS, ,SNGA 'GREL SOR RTZES BSKUL MI MANG MCHIS KYANG, ,]","BLO BZANG YE SHES BSTAN PA RAB RGYAS,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","93A-94A","33.5x9","42.5x11","MS",NA,NA,NA,NA,"@093B (ZHES BYA BA 'DI YANG SUM RTAGS KYI 'GREL tIKA AUTPA LA YI RNA RGYAN 'DI NYID GSAR SGRIGS BYAS 'PHRAL LA, RIGS BRGYA'I KHYAB BDAG BKA' DRIN GSUM LDAN ^SKYABS MGON RVA SGRENG RDO RJE 'CHANG NO MONG HAN RIN PO CHE BLO BZANG YE SHES BSTAN PA RAB RGYAS DPAL BZANG POS ZHIB GZIGS THOG ,DA LAM GYI 'GREL tIKA 'DI BZHIN SNGA 'GREL SNGON YOD KHAG LAS RGYAS BSDUS MTSAMS PA DANG, LHAG @094A *, ,DON GZHUNG TSIG RTOGS DKA' ZHING, DE DAG GI 'GREL BSHAD MI MTHUN PA KHAG LA LUNG RIG GI DGAG SGRUB SOGS KHA GSAL GO BDER 'DUG STABS PHYIS RABS KYI GDUL BYA BLO GSAL SER SKYA MANG POR PHAN THOGS 'GRO DON CHE BA YONG 'DUG PAS CI KYANG PAR LA 'GOD THUB PA BYED DGOS ZHES DGYES BZHIN DU BKA'I GNANG BA STZAL BAR BRTEN, LCAM RNAM RGYAL SGROL MA NAS LHAG BSAMS BZANG POS 'KHUR LEN BGYIS TE, PAR YIG 'DRI MED DANG PAR BRKOS DBU BYINGS MING GSAL GONG 'KHOR RNAMS RDO RING RANG DU BOS THOG LCAGS LUG LO NANG PAR BRKOS KYI LAS GRA TSUGS SKABS SBYAR MCHAN SMON TSIG 'DI LTA BU ZHIG DGOS CES RANG RIGS KYI MYU GU RNAM GNYIS NAS BSKUL NGOR RTZOM PA PO GGONG GSAL GYIS 'PHRAL DU BKOD PA DGE LEGS 'PHEL GYUR CIG , ,,)",NA
"2325","M0058191-001","W1NLM278-I1NLM278","Tibetan","N","*, ,BCOM LDAN 'DAS KHRO BO'I RGYAL PO RTA MGRIN GSANG SGRUB KYI SGRUB DKYIL DBANG CHOG DANG BCAS PA BGEGS DPUNG KUN 'JOMS DBANG GI RGYAL PO'I DO SHAL ZHES BYA BA BZHUGS SO, ,","BLO BZANG BSTAN 'DZIN DPAL 'BYOR,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-36B","37x6","43.5x8.5","MS",NA,NA,NA,NA,"@036A *, ,(CES BCOM LDAN 'DAS KHRO BO'I RGYAL PO RTA MGRIN GSANG SGRUB KYI SGRUB DKYIL DBANG CHOG DANG BCAS PA BKLAGS CHOG SU BKOD PA BGEGS DPUNG @036B KUN 'JOMS DBANG GI RGYAL PO'I DO SHAL ZHES BYA BA 'DI NI BKA' DRIN MTSUNGS MED RIGS KUN BDAG PO DAM TSIG RDO RJE'I ZHAL SNGA NAS KYI DRUNG NAS LHA MCHOG 'DI NYID KYI DBANG MNOS SKABS CHOG SGRIGS 'DI LTAR GYIS SHIG PA'I GSUNG GI GNANG BA THOB CING NYE CHAR GTZANG BA GO BO MKHAN PA RDO RJE 'CHANG GI SPRUL BA'I SKU RIN PO CHE LUNG DANG RTOGS PA'I YON TAN GYIS MNGON PAR MTHO ZHING 'GRO BA DU MA'I 'DREN PAR GYUR BA BLO BZANG 'JAM DBYANGS DPAL 'BYOR LHUN GRUB PA'I GSUNG GIS BSKUL MA MDZAD PA LTAR, ^BRGYUD GRVA'I KHRI THOG PA SENG CHEN SPRUL MING DU 'BOD PA'I SNYOMS LAS MKHAN BLO BZANG BSTAN 'DZIN DPAL 'BYOR GYIS GA-YAR KHRAL TZAM DU SBYAR BA'I DGE BAS 'GRO BA MTHA' DAG BLA MA LHA RTA MGRIN GYIS RJES SU 'DZIN PA'I RGYUR GYUR CIG ,BKRA SHIS PAR 'GYUR CIG , ,,)",NA
"2326","M0058191-002","W1NLM278-I1NLM278","Tibetan","N","*, ,BYANG CHUB BGROD PA'I BDE LAM GYI SA BCAD GSAL BA'I SGRON ME ZHES BYA BA BZHUGS SO,, ,,","GRAGS PA DAR RGYAS,",NA,NA,NA,NA,NA,"CHU MO GLANG LO,",NA,"N/A","GOOD","GOOD","V:N","1A-26A [*MISSING PAGE FROM 24A,B*]","36x9","43.5x10.5","MS",NA,NA,NA,NA,"@025B (DE LTAR LAS DANG PO PA LA NYE BAR MKHO BA BYANG CHUB BGROD PA'I BDE LAM GYI SA BCAD GSAL BA'I SGRON ME 'DI, AER TE NI JO BO'I LHA KHANG CHEN MOR GSAR DU TSUGS PA'I GSUNG CHOS GRVA PA RNAMS LA PHAN PAR 'DOD PAS RJE RGYAL BA GNYIS PA'I LEGS BSHAD LAM RIM CHE CHUNG LA GZHIR BYAS NAS, 'DI'I MCHAN 'GREL SOGS LAS @026A *, ,KHA SKONG TE, RJE BTZUN DAM PA BLO BZANG THUB BSTAN DBANG PHYUG 'JIGS MED RGYA MTSO'I SDE LA SOGS PA'I BLA MA DAM PA RNAMS KYI ZHABS KYI RDUL SPYI BO'I LEN PA BTZUN PA GZUGS SNYOM LAS PA DGE SLONG GRAGS PA DAR RGYAS MING CAN GYIS SNGAR BRIS PA ZHIG SLAR BCOS TE CHU MO GLANG LO'I HOR ZLA BCU GNYIS PA'I TSES BCU BDUN LA BSGRUB GNAS AE WAm DGA' 'KHYIL DU BSGRUB SAR BYAS PA'I YI GE PA NI BLO BZANG TSE DBANG GIS BGYIS SO, ,'DIS KYANG RGYAL BA GNYIS PA'I SGO THAMS CAD NAS PHYOGS KUN TU DAR ZHING RGYAS LA YUN RING DU GNAS PAR GYUR CIG ,SARBA MANGGA LAm,, ,,)",NA
"2327","M0058191-003","W1NLM278-I1NLM278","Tibetan","N","*, ,RGA BA'I RNAM GRANGS BCO BRGYAD,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-3A","35.5x9","42.5x11","MS",NA,NA,NA,NA,NA,NA
"2328","M0058191-004","W1NLM278-I1NLM278","Tibetan","N","*, ,RJE BTZUN DAM PA NGAG DBANG BLO GROS BZANG PO'I ZHABS BRTAN GSOL 'DEBS BZHUGS SO, ,","DHARMA SYA KIRTI SH'A SA NNA,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-3A","32.5x6","39.5x8.5","MS",NA,NA,NA,NA,"@002B (CES PA 'DI NI BYANG PHYOGS HAL HA'I YUL GRU CHEN POR THUB BSTAN SPYI DANG, KHYAD PAR DU YANG 'JAM MGON BLA MA KHAMS GSUM CHOS KYI RGYAL PO TZONG KHA PA CHEN PO BLO BZANG GRAGS PA'I DPAL GYI RING LUGS CHES CHER GSAL @003A *, ,BAR MDZAD PA PO RJE BTZUN DAM PA SKU PHRENG BRGYAD PA NGAG DBANG BLO BZANG CHOS KYI NYI MA BSTAN 'DZIN DBANG PHYUG DPAL BZANG PO MNAN GYI LHA 'JAM DPAL DBYANGS ^GONG MA BDAG PO CHEN PO'I BKA' LUNG BZHIN GSER GYI BUM BZANG LAS GSAL 'THON 'KHRUL BRAL DGE RNYED THOG GANGS CAN 'GRO BA'I LHA GCIG PHYAG NA RDO RJE DKAR 'CHANG BA NGUR SMRIG GAR GYIS RNAM PAR ROL PA ^RGYAL MCHOG THAMS CAD MKHYEN PA CHEN PO NAS DBU PHUD MTSAN GSOL BCAS LEGS PAR GRUB BSTUN KHU RAL CHEN MO'I MKHAN PO NO MIN HAN, AER TE NI PHYAG MDZOD, RGYAL KHAB BZHI BCAS TSO BA BDUN NAS CHED DU MDAGS PA'I MI SNA T'A BLA MA BLO BZANG YE SHES, GSOL KARMA KARMA, DZA'I SANG TSE RING DON GRUB, GZIMS 'GAG CHOS BKRA SHIS, DGE SLONG BSTAN PA DAR RGYAS SOGS THUN MONG NAS BRTAN BZHUGS SMON TSIG 'DI LTA BU ZHIG DAG LA ZHES BSKUL BA'I NGOR 'OD GSAL LTA LAS BABS PA'I RGYAL RIGS KYI BANDE RIG SNGAGS 'CHANG BA SU MA TI SHRI MA NA DHARMA SYA KIRTI SH'A SA NA SYENG SHA RAR 'BOD PAS PHO BRANG RGYAL MTSAN MTHON PO'I GZIMS CHUNG BKA' GDAMS PHO BRANG DU SBYAR BA'O, ,MANGGA LAm DGE'O,, ,,)",NA
"2329","M0058191-005","W1NLM278-I1NLM278","Tibetan","N","*, ,'GO BA'I LHA LNGA'I GSOL MCHOD PHAN BDE'I 'DOD 'JO ZHES BYA BA BZHUGS SO, ,","BLO BZANG CHOS KYI NYI MA,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-9B","33.5x6","41.5x8.5","MS",NA,NA,NA,NA,"@009B (CES 'GO BA'I LHA LNGA'I GSOL MCHOD PHAN BDE'I 'DOD 'JO ZHES BYA BA 'DI NI BTZUN GZUGS BLO BZANG CHOS KYI NYI MAS, RANG GI LHA GSOL GYI TSE MKHO BAR BSAM NAS RGYAL DBANG THAMS CAD MKHYEN PA'I LUNG LAS BTUS TE 'BYED BDE BAR DBEN GNAS BDE CHEN CHOS GLING DU SBYAR BA'I YI GE PA NI BU shtI DGE SLONG BLO BZANG BZOD PA'O, ,)",NA
"2330","M0058191-006","W1NLM278-I1NLM278","Tibetan","N","*, ,GSANG BA'I BDAG PO GTUM PO BGEGS TSAR GCOD YAB RKYANG GI RJES GNANG BZHUGS SO, ,","BLO BZANG BSTAN PA'I RGYAL MTSAN",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-4B","30x7.5","35.5x9","MS",NA,NA,NA,NA,"@004B (CES PA 'DI YANG NGES PA'I DON GYI 'DREN PA MKHYEN BRTZE DBANG PHYUG DBANG CHEN PO BSOD NAMS YE SHES MTSAN GZHAN BLO BZANG 'JAM DPAL BZANG PO'I BKAS BSKUL BA LTAR, RNAL 'BYOR DBANG PHYUG GIS RANG NYID LA RJES GNANG JI LTAR MDZAD PA'I DUS LTAR, ,BLO BZANG BSTAN PA'I RGYAL MTSAN GYIS BGYIS PA'O,, ,,)",NA
"2331","M0058191-007","W1NLM278-I1NLM278","Tibetan","N","*, ,YE SHES KYI MKHA' 'GRO MA SENGGE'I GDONG PA CAN GYI BZLOG BSGYUR BZHUGS SO, ,","BSOD NAMS RGYA MTSO,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-7A","35x6.5","37x9","MS",NA,NA,NA,NA,"@007A *, ,(CES PA 'DI NI THAMS CAD MKHYEN PA BSOD NAMS RGYA MTSO'I MDZAD PA'O, ,)",NA
"2332","M0058191-008","W1NLM278-I1NLM278","Tibetan","N","*, ,SKYABS 'GRO BDUN BCU PA ZHES BYA BA BZHUGS SO, ,","ZLA BA GRAGS PA,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-4B","38x7","41x8.5","MS",NA,NA,NA,NA,"@004B (GSUM LA SKYABS SU 'GRO BA BDUN CU PA, SLOB DPON CHEN PO ZLA BA GRAGS PA'I ZHAL NGA NAS MDZAD PA RDZOGS SO, ,RGYA GAR GYI MKHAN PO PAntI TA CHEN PO D'I BAm KA RA SHR'I DZNY'A NA DANG, SGRA BSGYUR GYI LO RTZ'A PA DGE SLONG RIN CHEN BZANG POS BSGYUR CING ZHUS TE GTAN LA PHAB PO,, ,,)",NA
"2333","M0058192-001","W1NLM279-I1NLM279","Tibetan","N","*, ,RJE BTZUN BYAMS MGON MNYES PAR BYED PA'I RGYAL SRAS BLO BZANG GRAGS PA'I GSUNG RGYUN DNGOS PO BRGYAD MTSON TSUL DANG BCAS PA'I RNAM BZHAG LUNG RIGS 'BYUNG GNAS BDUD RTZI'I MCHOD SPRIN ZHES BYA BA BZHUGS SO, ,","RJE BLO BZANG GRAGS PA,",NA,NA,NA,NA,NA,NA,NA,"WOODEN COVER","GOOD","MEDIUM","V:N","1A-363A [*MISSING PAGE FROM 2A,B*]","48x7","54x10","XYL",NA,NA,NA,NA,NA,NA
"2334","M0058193-001","W1NLM280-I1NLM280","Tibetan","N","*, ,THOG MTHA' BAR SMON LAM BZHUGS SO, ,","BLO BZANG GRAGS PA,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-5A","33x6","41x8.5","XYL",NA,NA,NA,NA,"@005A *, ,(CES THOG MA DANG BAR DANG THA MAR DGE BA'I SMON LAM 'DI NI, MANG DU THOS PA'I RGYAL KHAMS PA BLO BZANG GRAGS PA'I DPAL GYIS GZHO STONG DPAL GYI 'BRI KHUNG THEL DU SBYAR BA'O,, ,,)",NA
"2335","M0058193-002","W1NLM280-I1NLM280","Tibetan","N","*, ,BYAMS PA'I SKU GZUGS PHUL BYUNG BZHENGS PA BZHUGS SO, ,","DGE 'DUN GRUB,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-2B","32.5x6","41x8.5","XYL",NA,NA,NA,NA,"@002B (CES PA RJE THAMS CAD MKHYEN PA DGE 'DUN GRUB KYIS MDZAD PA'O,, ,,)",NA
"2336","M0058193-003","W1NLM280-I1NLM280","Tibetan","N","*, ,MCHOG TU GRUB PA'I BDEN TSIG SMON LAM NI,","DGE 'DUN RGYA MTSO,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","2B-3B","32.5x6","41x8.5","XYL",NA,NA,NA,NA,"@003B (CES MCHOG TU GRUB PA'I BDEN TSIG SMON LAM 'DI, BI SHVA KARM'A'I RNAM 'PHRUL DPON MO CHE NYI MA DPAL GYIS BSKUL BA'I NGOR CHOS SMRA BA'I BTZUN PA DGE 'DUN RGYA MTSO'I DPAL GYIS CHOS 'KHOR RGYAL GYI GTZUG LAG KHANG DU NYE BAR SBYAR BA'O,, ,,)",NA
"2337","M0058193-004","W1NLM280-I1NLM280","Tibetan","N","NO TITLE [@003B *, ,BDAG GI DUS GSUM BSAGS PA'I DGE BA'I MTHUS, ,PHAN BDE'I 'BYUNG GNAS BSTAN PA RGYAS PA DANG, ,BSTAN 'DZIN SKYES BU DAM PA'I @004A *, ,ZHABS PAD BRTAN, ,PHYOGS BCU'I DGE 'DUN THUGS MTHUN KHRIMS GTZANG ZHING, ,]","BLO BZANG MING 'CHANG BA,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","3B-4A","32.5x6","41x8.5","XYL",NA,NA,NA,NA,"@004A *, ,(ZHES DGE SLONG BSTAN 'DZIN GYIS 'DI LTA BU ZHIG DGOS CES BSKUL BA'I NGOR, BLO BZANG MING 'CHANG BAS SUG BRIS SU BGYIS PA'O,, ,,)",NA
"2338","M0058193-005","W1NLM280-I1NLM280","Tibetan","N","*, ,BZANG SPYOD SMON LAM BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-8A","32.5x6","41x8.5","XYL",NA,NA,NA,NA,NA,NA
"2339","M0058193-006","W1NLM280-I1NLM280","Tibetan","N","*, ,BYAMS PA'I SMON LAM BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-4A","32.5x6","41x8.5","XYL",NA,NA,NA,NA,NA,NA
"2340","M0058193-007","W1NLM280-I1NLM280","Tibetan","N","*, ,SPYOD 'JUG SMON LAM BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-7B","32.5x6","41x8.5","XYL",NA,NA,NA,NA,NA,NA
"2341","M0058193-008","W1NLM280-I1NLM280","Tibetan","N","*, ,BYANG CHUB LTUNG BSHAGS BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-5B","33x6","39x8.5","XYL",NA,NA,NA,NA,NA,NA
